InternalID,Name,ExternalID,Direction,Lat,Long,Time_Point,NewZone,No_Rts_Ser,Routes_161,Mode,Public_She,Public_Sto
W20982,S MAIN ST AT WABASH ST,4491.0,Outbound,40.441019,-80.034757,No,1,1.0,31,Bus,No Shelter,Bus Stop
E49560,SALTSBURG RD AT ALCOMA DR,14755.0,Inbound,40.477053,-79.798098,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49565,SALTSBURG RD AT ALCOMA GOLF CLUB,14674.0,Outbound,40.480887,-79.802474,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49590,SALTSBURG RD AT ALCOMA PARK PLAZA,19804.0,Inbound,40.477084,-79.787628,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49600,SALTSBURG RD AT ASTER ST,19808.0,Outbound,40.483831,-79.814852,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50020,SALTSBURG RD AT CHANTICLEER DR,14790.0,Outbound,40.47537,-79.793768,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49622,SALTSBURG RD AT CHAPEL HILL DENTAL BLDG (#7641,14745.0,Inbound,40.475146,-79.775585,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E49680,SALTSBURG RD AT COLONIAL VILLAGE DR,14792.0,Outbound,40.474948,-79.790925,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49695,SALTSBURG RD AT CRESTVIEW APTS,14759.0,Inbound,40.481497,-79.805954,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49690,SALTSBURG RD AT CRESTVIEW DR,14746.0,Inbound,40.475933,-79.77813,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E49780,SALTSBURG RD AT FORD AVE,14689.0,Outbound,40.476589,-79.782988,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E49810,SALTSBURG RD AT HERSHEY RD,14675.0,Outbound,40.477602,-79.799795,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49830,SALTSBURG RD AT HULTON RD NS,14647.0,Inbound,40.484484,-79.818955,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E49880,SALTSBURG RD AT LEECHBURG RD,14763.0,Inbound,40.484981,-79.817614,Yes,2,1.0,77,Bus,No Shelter,Bus Stop
E49945,SALTSBURG RD AT MILLERS LN,14744.0,Inbound,40.475265,-79.772781,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E40200,SALTSBURG RD AT MONROEVILLE TRESTLE RD,20118.0,Outbound,40.476383,-79.760439,Yes,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E70439,SALTSBURG RD AT PIERSON RUN RD FS,14796.0,Both,40.477011,-79.759737,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E50030,SALTSBURG RD AT REGENCY DR,14743.0,Inbound,40.475305,-79.770778,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E49970,SALTSBURG RD AT REITER RD,14690.0,Outbound,40.476261,-79.780726,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E50180,SALTSBURG RD AT STOTLER RD,14671.0,Outbound,40.482852,-79.809797,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50730,SALTSBURG RD AT TILFORD RD,14791.0,Outbound,40.474953,-79.79227,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50260,SALTSBURG RD AT UNIVERSAL RD,19811.0,Outbound,40.47753,-79.785355,Yes,2,1.0,77,Bus,No Shelter,Bus Stop
E50250,SALTSBURG RD AT UNIVERSAL RD FS,14749.0,Inbound,40.477709,-79.785454,Yes,2,1.0,77,Bus,No Shelter,Bus Stop
E70448,SALTSBURG RD OPP ALCOMA GOLF CLUB,20392.0,Inbound,40.481046,-79.802462,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50320,SALTSBURG RD OPP ALCOMA PARK PLAZA,19810.0,Outbound,40.476817,-79.78767,No,2,1.0,77,Bus,No Shelter,Bus Stop
E49595,SALTSBURG RD OPP ASTER ST NS,14762.0,Inbound,40.483908,-79.814488,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50590,SALTSBURG RD OPP CHANTICLEER DR,14754.0,Inbound,40.475462,-79.793563,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50362,SALTSBURG RD OPP CHAPEL HILL DENTAL BLDG (#7641,19813.0,Outbound,40.475004,-79.775564,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E50380,SALTSBURG RD OPP COLONIAL VILLAGE DR,14752.0,Inbound,40.475164,-79.790883,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50450,SALTSBURG RD OPP CRESTVIEW APTS,19809.0,Outbound,40.481328,-79.805968,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50390,SALTSBURG RD OPP CRESTVIEW DR,14691.0,Outbound,40.475847,-79.778457,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E49770,SALTSBURG RD OPP FORD AVE,14748.0,Inbound,40.476663,-79.782557,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E50460,SALTSBURG RD OPP HERSHEY RD,14756.0,Inbound,40.477578,-79.799544,No,2,1.0,77,Bus,No Shelter,Bus Stop
E50520,SALTSBURG RD OPP LEECHBURG RD,19806.0,Outbound,40.48483,-79.817972,Yes,2,1.0,77,Bus,No Shelter,Bus Stop
E50550,SALTSBURG RD OPP MILLERS LN,14693.0,Outbound,40.475027,-79.772951,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E70281,SALTSBURG RD OPP MONROEVILLE TRESTLE RD,14697.0,Both,40.476578,-79.76023,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E50560,SALTSBURG RD OPP REGENCY DR,19815.0,Outbound,40.475145,-79.770997,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E50570,SALTSBURG RD OPP REITER RD,14747.0,Inbound,40.476465,-79.780405,No,2,2.0,"77, P16",Bus,No Shelter,Bus Stop
E50170,SALTSBURG RD OPP STOTLER RD,14760.0,Inbound,40.482824,-79.809527,No,2,1.0,77,Bus,No Shelter,Bus Stop
N47190,SAMPLE RD AT #1848,465.0,Both,40.572271,-79.996297,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47100,SAMPLE RD AT ARDEN DR,18705.0,Inbound,40.573789,-79.993055,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47110,SAMPLE RD AT ARDEN DR,466.0,Both,40.57355,-79.993024,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47120,SAMPLE RD AT COLLINGTON SQ,403.0,Inbound,40.57214,-79.998073,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47130,SAMPLE RD AT EASTVIEW DR #1,462.0,Both,40.57055,-80.000936,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47140,SAMPLE RD AT EASTVIEW DR #2,463.0,Both,40.571143,-79.999474,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47150,SAMPLE RD AT HIGHMEADOW RD,401.0,Inbound,40.573602,-79.993574,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47160,SAMPLE RD AT PEEBLES RD,406.0,Inbound,40.570719,-80.002546,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47170,SAMPLE RD AT RINGEISEN RD,464.0,Both,40.571749,-79.998437,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N71260,SAMPLE RD OPP EASTVIEW DR #1,21119.0,Inbound,40.57079,-80.000648,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47200,SAMPLE RD OPP EASTVIEW DR #2,404.0,Inbound,40.571354,-79.999639,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47220,SAMPLE RD OPP HIGHMEADOW RD,16482.0,Both,40.573347,-79.993482,No,2,1.0,O5,Bus,No Shelter,Bus Stop
N47230,SAMPLE RD OPP NORTHGATE DR,18697.0,Both,40.574493,-79.990743,No,2,1.0,O5,Bus,No Shelter,Bus Stop
S70580,SARAH ST AT E CARSON ST,21624.0,Outbound,40.424169,-79.962544,No,1,1.0,75,Bus,No Shelter,Bus Stop
X15710,SARAH ST AT WINFIELD ST,18644.0,Inbound,40.350323,-80.103649,No,2,1.0,41,Bus,No Shelter,Bus Stop
E50985,SAVANNAH AVE AT BIDDLE AVE,7324.0,Inbound,40.437281,-79.894169,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E50987,SAVANNAH AVE AT BIDDLE AVE,7335.0,Outbound,40.43749,-79.894467,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E50990,SAVANNAH AVE AT HUTCHINSON ST,7338.0,Outbound,40.433713,-79.892296,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51000,SAVANNAH AVE AT OVERTON ST,7337.0,Outbound,40.435064,-79.893232,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51010,SAVANNAH AVE AT OVERTON ST,7322.0,Inbound,40.434929,-79.8929,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51025,SAVANNAH AVE AT UNION ST,7325.0,Inbound,40.438588,-79.894764,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51035,SAVANNAH AVE AT WHITNEY AVE,7323.0,Inbound,40.436265,-79.893717,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51037,SAVANNAH AVE AT WHITNEY AVE,7336.0,Outbound,40.436445,-79.894007,No,1,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51050,SCHENLEY AVE AT FERN CIR,19456.0,Inbound,40.472212,-79.937529,No,1,1.0,89,Bus,No Shelter,Bus Stop
E51060,SCHENLEY AVE AT PACIFIC AVE,9242.0,Outbound,40.472061,-79.938764,No,1,1.0,89,Bus,No Shelter,Bus Stop
E15100,SCHENLEY AVE OPP COLUMBO ST,20098.0,Outbound,40.471686,-79.94016,No,1,1.0,89,Bus,No Shelter,Bus Stop
E51070,SCHENLEY AVE OPP PACIFIC AVE,9220.0,Inbound,40.471887,-79.938847,No,1,1.0,89,Bus,No Shelter,Bus Stop
E51130,SCHOYER AVE AT MONONGAHELA AVE,7306.0,Both,40.423413,-79.891742,No,1A,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51140,SCHOYER AVE AT MONROE ST,7305.0,Both,40.42308,-79.892796,No,1A,2.0,"71, P71",Bus,No Shelter,Bus Stop
E51180,SCHOYER AVE AT TONETTE ST,7304.0,Both,40.422408,-79.89484,No,1A,1.0,71,Bus,No Shelter,Bus Stop
E51190,SCHOYER AVE OPP TONETTE ST,7312.0,Both,40.422674,-79.894707,No,1A,2.0,"71, P71",Bus,No Shelter,Bus Stop
N71303,SEAVEY RD AT ELBE DR FS,22395.0,Outbound,40.491211,-79.969708,No,1,1.0,2,Bus,No Shelter,Bus Stop
N49090,SEAVEY RD AT PARKER ST,2046.0,Outbound,40.493975,-79.96335,No,1,1.0,2,Bus,No Shelter,Bus Stop
P00220,SECOND AVE AT ALLEGHENY COUNTY JAIL,12181.0,Outbound,40.435059,-79.993797,No,1,5.0,"52L, 53L, 56, 57, 58",Bus,No Shelter,Bus Stop
S00670,SECOND AVE AT ALUVIAN ST,12160.0,Inbound,40.400167,-79.937734,No,1,1.0,56,Bus,No Shelter,Bus Stop
S00680,SECOND AVE AT AMERICAN ST,12145.0,Outbound,40.402945,-79.941978,No,1,1.0,56,Bus,No Shelter,Bus Stop
P70005,SECOND AVE AT B ST,12180.0,Outbound,40.43621,-79.996494,No,1,5.0,"52L, 53L, 56, 57, 58",Bus,No Shelter,Bus Stop
S00690,SECOND AVE AT BATES ST FS,12088.0,Inbound,40.431323,-79.959375,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S00730,SECOND AVE AT BRADY ST,12090.0,Inbound,40.435834,-79.972661,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S00750,SECOND AVE AT ELIZABETH ST,12075.0,Both,40.406931,-79.943164,No,1,3.0,"56, 57, 93",Bus,No Shelter,Bus Stop
S00760,SECOND AVE AT ELIZABETH ST,12109.0,Both,40.407351,-79.943395,No,1,3.0,"56, 57, 93",Bus,No Shelter,Bus Stop
S00770,SECOND AVE AT FLOWERS AVE,12078.0,Both,40.409832,-79.943987,No,1,3.0,"56, 57, 93",Bus,No Shelter,Bus Stop
S00800,SECOND AVE AT GLENWOOD AVE,12161.0,Inbound,40.400948,-79.93926,No,1,1.0,56,Bus,No Shelter,Bus Stop
S25600,SECOND AVE AT HAZELWOOD AVE,12106.0,Outbound,40.41157,-79.944928,No,1,2.0,"56, 57",Bus,No Shelter,Bus Stop
S00860,SECOND AVE AT JOHNSTON AVE,12165.0,Inbound,40.405877,-79.94287,Yes,1,1.0,56,Bus,No Shelter,Bus Stop
S00870,SECOND AVE AT MANSION ST,12163.0,Inbound,40.403462,-79.942148,No,1,1.0,56,Bus,No Shelter,Bus Stop
S70143,SECOND AVE AT PGH TECH CTR (MIDDLE ACCESS RD,17733.0,Outbound,40.432786,-79.962632,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S00920,SECOND AVE AT RENOVA ST,12147.0,Outbound,40.401009,-79.939526,No,1,1.0,56,Bus,No Shelter,Bus Stop
S00660,SECOND AVE AT S 10TH ST BRIDGE,18489.0,Outbound,40.434409,-79.989997,Yes,1,5.0,"52L, 53L, 56, 57, 58",Bus,No Shelter,Bus Stop
S00925,SECOND AVE AT SECOND AVE PARKING PL (#1250),12092.0,Outbound,40.434355,-79.987412,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S00900,SECOND AVE AT TECHNOLOGY DR,12095.0,Outbound,40.43404,-79.965509,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S00982,SECOND AVE AT TECUMSEH ST,12108.0,Both,40.408775,-79.943815,No,1,3.0,"56, 57, 93",Bus,No Shelter,Bus Stop
S00990,SECOND AVE AT TIPTON ST,12076.0,Both,40.407616,-79.943351,No,1,3.0,"56, 57, 93",Bus,No Shelter,Bus Stop
S01010,SECOND AVE AT VESPUCIUS ST,12146.0,Outbound,40.401692,-79.940689,No,1,1.0,56,Bus,No Shelter,Bus Stop
S01040,SECOND AVE AT WINSTON ST,12164.0,Inbound,40.403852,-79.942137,No,1,1.0,56,Bus,No Shelter,Bus Stop
S01060,SECOND AVE OPP ALUVIAN ST,12148.0,Outbound,40.40008,-79.937907,No,1,1.0,56,Bus,No Shelter,Bus Stop
S01100,SECOND AVE OPP BRADY ST,12094.0,Outbound,40.435778,-79.97268,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S01120,SECOND AVE OPP FLOWERS AVE,12107.0,Both,40.410191,-79.944228,No,1,3.0,"56, 57, 93",Bus,No Shelter,Bus Stop
S01140,SECOND AVE OPP JOHNSTON AVE,12182.0,Outbound,40.406072,-79.94305,Yes,1,1.0,56,Bus,No Shelter,Bus Stop
S01150,SECOND AVE OPP MANSION ST,12144.0,Outbound,40.404037,-79.942448,No,1,1.0,56,Bus,No Shelter,Bus Stop
P00330,SECOND AVE OPP MUNICIPAL COURTS DR FS,5922.0,Inbound,40.435784,-79.995141,Yes,1,5.0,"52L, 53L, 56, 57, 58",Bus,No Shelter,Bus Stop
S70145,SECOND AVE OPP PGH TECH CTR (MIDDLE ACCESS RD,18398.0,Inbound,40.432847,-79.96231,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S01050,SECOND AVE OPP S 10TH ST BRIDGE FS,18487.0,Inbound,40.434482,-79.990054,Yes,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S01200,SECOND AVE OPP TECHNOLOGY DR,12089.0,Inbound,40.434092,-79.965264,No,1,3.0,"56, 57, 58",Bus,No Shelter,Bus Stop
S01260,SECOND AVE OPP WINSTON ST,12143.0,Outbound,40.404663,-79.942641,No,1,1.0,56,Bus,No Shelter,Bus Stop
P00850,SEVENTH AVE AT SMITHFIELD ST,1125.0,Both,40.442835,-79.996663,Yes,Free,4.0,"28X, G2, G3, O5",Bus,No Shelter,Bus Stop
P00860,SEVENTH AVE AT WILLIAM PENN PL,20698.0,Both,40.442538,-79.996158,Yes,Free,7.0,"28X, 77, 81, 82, 83, O1, O12",Bus,No Shelter,Bus Stop
N49441,SEWICKLEY BRIDGE RAMP OPP KRAMER WAY,2192.0,Inbound,40.536003,-80.184955,No,2,1.0,21,Bus,No Shelter,Bus Stop
N49560,SHADELAND AVE AT #3475,1855.0,Inbound,40.479442,-80.034325,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49450,SHADELAND AVE AT CASEMENT ST,1861.0,Inbound,40.470723,-80.030737,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49460,SHADELAND AVE AT COMPLETE ST FS,19350.0,Inbound,40.473682,-80.031731,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49470,SHADELAND AVE AT DAVIS AVE,1876.0,Outbound,40.481398,-80.034712,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49480,SHADELAND AVE AT DAVIS AVE FS,1854.0,Inbound,40.481377,-80.034942,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49471,SHADELAND AVE AT DICKSON ST,1868.0,Outbound,40.469665,-80.030189,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49490,SHADELAND AVE AT GERBER AVE FS,1875.0,Outbound,40.479631,-80.03419,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49500,SHADELAND AVE AT GEYER AVE,1858.0,Inbound,40.474898,-80.032058,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49510,SHADELAND AVE AT HARBISON ST FS,1873.0,Outbound,40.477357,-80.033449,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49520,SHADELAND AVE AT OAKHILL ST FS,19351.0,Inbound,40.472128,-80.031198,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49530,SHADELAND AVE AT RANCHERIA ST,1870.0,Outbound,40.471752,-80.030815,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49570,SHADELAND AVE AT SCHIMMER ST,1871.0,Outbound,40.473141,-80.031253,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49580,SHADELAND AVE AT STOKES WAY,1857.0,Inbound,40.477276,-80.033636,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49600,SHADELAND AVE AT WOODLAND AVE,1862.0,Inbound,40.469133,-80.03027,Yes,1,1.0,17,Bus,No Shelter,Bus Stop
N49610,SHADELAND AVE OPP CASEMENT ST,1869.0,Outbound,40.470576,-80.030486,No,1,1.0,17,Bus,No Shelter,Bus Stop
N49620,SHADELAND AVE OPP GEYER AVE,1872.0,Outbound,40.474758,-80.03175,No,1,1.0,17,Bus,No Shelter,Bus Stop
E51450,SHADY AVE AT #1810,8481.0,Outbound,40.436728,-79.919317,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51260,SHADY AVE AT AYLESBORO AVE,11078.0,Inbound,40.440171,-79.919438,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51270,SHADY AVE AT AYLESBORO AVE,8530.0,Outbound,40.44004,-79.919713,No,1,2.0,"64, 74",Bus,No Shelter,Bus Stop
E51280,SHADY AVE AT BEACON ST,8482.0,Outbound,40.435534,-79.919191,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51290,SHADY AVE AT BEACON ST,8364.0,Inbound,40.435131,-79.918853,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51330,SHADY AVE AT DARLINGTON RD,8365.0,Inbound,40.437002,-79.919091,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51300,SHADY AVE AT DEVERAUX LN,11099.0,Outbound,40.448013,-79.921561,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51310,SHADY AVE AT DOUGLAS ST,8363.0,Inbound,40.433391,-79.918423,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51320,SHADY AVE AT DOUGLAS ST,8483.0,Outbound,40.433557,-79.918679,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51220,SHADY AVE AT FIFTH AVE NS,16427.0,Inbound,40.452529,-79.920547,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51340,SHADY AVE AT FORBES AVE,8531.0,Outbound,40.438122,-79.919469,Yes,1,2.0,"64, 74",Bus,No Shelter,Bus Stop
E51350,SHADY AVE AT HASTINGS ST,11082.0,Inbound,40.445617,-79.920956,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51360,SHADY AVE AT HIGHMONT RD,11098.0,Outbound,40.449879,-79.920756,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51390,SHADY AVE AT NORTHUMBERLAND ST,11079.0,Inbound,40.441713,-79.919754,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51400,SHADY AVE AT NORTHUMBERLAND ST,8529.0,Outbound,40.441906,-79.920059,No,1,2.0,"64, 74",Bus,No Shelter,Bus Stop
E51430,SHADY AVE AT PHILLIPS AVE,8484.0,Outbound,40.432366,-79.918314,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51490,SHADY AVE AT SOLWAY ST,8528.0,Outbound,40.442875,-79.920338,No,1,2.0,"64, 74",Bus,No Shelter,Bus Stop
E51520,SHADY AVE AT WILKINS AVE,11081.0,Inbound,40.443748,-79.920397,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51530,SHADY AVE AT WILKINS AVE,11101.0,Outbound,40.443961,-79.920658,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51531,SHADY AVE OPP BRAEBURN PL,11083.0,Inbound,40.448319,-79.921241,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51540,SHADY AVE OPP HASTINGS ST,11100.0,Outbound,40.44575,-79.921209,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51550,SHADY AVE OPP HIGHMONT RD,11084.0,Inbound,40.449735,-79.920693,No,1,1.0,64,Bus,No Shelter,Bus Stop
E51560,SHADY AVE OPP HOBART ST,17277.0,Inbound,40.434199,-79.918652,No,1,1.0,74,Bus,No Shelter,Bus Stop
E51580,SHADY AVE OPP SOLWAY ST,11080.0,Inbound,40.442759,-79.920073,No,1,1.0,64,Bus,No Shelter,Bus Stop
X16315,SHILOH ST AT VIRGINIA AVE,6779.0,Outbound,40.42927,-80.007201,No,1,1.0,40,Bus,No Shelter,Bus Stop
X16330,SHILOH ST AT VIRGINIA AVE FS,6677.0,Inbound,40.42928,-80.007422,No,1,1.0,40,Bus,No Shelter,Bus Stop
E52225,SHOP-N-SAVE (LAWRENCEVILLE) AT STORE FRONT,9258.0,Inbound,40.483401,-79.948704,Yes,1,2.0,"87, 93",Bus,No Shelter,Bus Stop
E52230,SHUMAN CENTER DR AT JOB CORPS DR,20060.0,Both,40.478795,-79.902084,No,1,1.0,74,Bus,No Shelter,Bus Stop
E52250,SHUMAN CENTER DR AT MAIN BLDG,8413.0,Both,40.480771,-79.903265,Yes,1,1.0,74,Bus,No Shelter,Bus Stop
S70577,SIDNEY ST AT CIRCUIT CENTER DRVWY FS,21622.0,Inbound,40.426058,-79.963179,No,1,1.0,75,Bus,No Shelter,Bus Stop
S70042,SIDNEY ST AT S 27TH ST,17264.0,Inbound,40.427803,-79.966458,No,1,1.0,75,Bus,No Shelter,Bus Stop
S70043,SIDNEY ST AT S 28TH ST,17265.0,Inbound,40.427078,-79.965015,No,1,1.0,75,Bus,No Shelter,Bus Stop
S70578,SIDNEY ST AT SARAH ST,21623.0,Inbound,40.424979,-79.961558,Yes,1,1.0,75,Bus,No Shelter,Bus Stop
W20670,SILVER LANE AT CLEVER RD,4389.0,Inbound,40.465835,-80.137621,No,2,1.0,24,Bus,No Shelter,Bus Stop
W20672,SILVER LANE AT DIANA DR,15980.0,Inbound,40.459383,-80.138612,No,2,1.0,24,Bus,No Shelter,Bus Stop
W20740,SILVER LANE AT FALCK RD,19612.0,Inbound,40.462679,-80.139469,No,2,1.0,24,Bus,No Shelter,Bus Stop
W20860,SILVER LANE OPP DIANA DR,3596.0,Outbound,40.459393,-80.13895,No,2,1.0,24,Bus,No Shelter,Bus Stop
W20890,SILVER LANE OPP FALCK RD,3593.0,Outbound,40.462884,-80.139596,No,2,1.0,24,Bus,No Shelter,Bus Stop
E70751,SILVERTON ST AT EVERTON ST,20368.0,Outbound,40.462829,-79.891807,No,1,1.0,74,Bus,No Shelter,Bus Stop
E70742,SILVERTON ST OPP TILDEN ST,8434.0,Inbound,40.463349,-79.89167,No,1,1.0,74,Bus,No Shelter,Bus Stop
N49960,SIRIUS ST AT #3517,1769.0,Both,40.484868,-80.005834,No,1,3.0,"6, 7, 15",Bus,No Shelter,Bus Stop
P00690,SIXTH AVE AT BIGELOW BLVD,1509.0,Inbound,40.440415,-79.994726,No,Free,8.0,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",Bus,No Shelter,Bus Stop
P70019,SIXTH AVE AT CENTRE AVE,20292.0,Inbound,40.439886,-79.994126,Yes,1,8.0,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",Bus,No Shelter,Bus Stop
P00680,SIXTH AVE AT FIFTH AVE,18799.0,Both,40.439261,-79.994627,Yes,1,5.0,"19L, 77, 81, 82, 83",Bus,No Shelter,Bus Stop
P00710,SIXTH AVE AT SMITHFIELD ST,3158.0,Inbound,40.441437,-79.997587,No,Free,8.0,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",Bus,No Shelter,Bus Stop
P00750,SIXTH AVE AT WOOD ST,3159.0,Inbound,40.442105,-79.999332,No,Free,8.0,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",Bus,No Shelter,Bus Stop
S70547,SKLYLINE DR AT PARKLINE DR,21453.0,Inbound,40.367132,-79.963934,Yes,1,1.0,Y49,Bus,No Shelter,Bus Stop
S70545,SKYLINE DR AT #1765,21451.0,Inbound,40.365773,-79.963708,No,1,1.0,Y49,Bus,No Shelter,Bus Stop
S70546,SKYLINE DR AT BALDWIN HEALTH CENTER,21452.0,Inbound,40.366641,-79.962486,No,1,1.0,Y49,Bus,No Shelter,Bus Stop
S70561,SKYLINE DR AT MAPLE DR NS,21461.0,Outbound,40.364864,-79.964682,No,1,1.0,Y49,Bus,No Shelter,Bus Stop
S70559,SKYLINE DR OPP BALDWIN HEALTH CENTER,21462.0,Outbound,40.366607,-79.962639,No,1,1.0,Y49,Bus,No Shelter,Bus Stop
P03145,SMITHFIELD ST AT FORBES AVE,4838.0,Outbound,40.439537,-79.999106,No,Free,13.0,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",Bus,No Shelter,Bus Stop
P03000,SMITHFIELD ST AT THIRD AVE,4839.0,Outbound,40.438311,-79.99993,No,Free,13.0,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",Bus,No Shelter,Bus Stop
S43040,SMITHFIELD ST BRIDGE AT STATION SQUARE,6096.0,Outbound,40.433078,-80.003398,No,1,9.0,"39, 40, 41, 44, Y1, Y45, Y46, Y47, Y49",Bus,No Shelter,Bus Stop
E52360,SOUTH AVE AT CENTER ST,7275.0,Inbound,40.441134,-79.882634,No,1,4.0,"61A, 68, P67, P68",Bus,No Shelter,Bus Stop
E52370,SOUTH AVE AT CENTER ST,7284.0,Outbound,40.441105,-79.883034,No,1,2.0,"68, P68",Bus,No Shelter,Bus Stop
E52380,SOUTH AVE AT COAL ST,8062.0,Inbound,40.44031,-79.880074,No,1,4.0,"68, P67, P68, P69",Bus,No Shelter,Bus Stop
E52385,SOUTH AVE AT COAL ST,7286.0,Outbound,40.440289,-79.880538,No,1,2.0,"68, P68",Bus,No Shelter,Bus Stop
E52390,SOUTH AVE AT ELVIA WAY FS,18509.0,Inbound,40.439015,-79.876291,No,1A,4.0,"68, 69, P68, P69",Bus,No Shelter,Bus Stop
E52400,SOUTH AVE AT HAY ST,19470.0,Inbound,40.442364,-79.886497,No,1,2.0,"61A, P67",Bus,No Shelter,Bus Stop
